provnum,overall_rating,survey_rating,staffing_rating,RN_staffing_rating,quality_rating,ssf,restot,ownership
345109,4,3,4,3,4,N,72,"Non profit - Corporation"
345110,4,4,4,4,3,N,84,"For profit - Corporation"
345111,3,2,4,3,3,N,46,"Non profit - Church related"
345113,1,1,3,3,2,N,186,"For profit - Corporation"
345115,2,3,1,1,4,N,113,"For profit - Corporation"
345116,4,3,4,3,3,N,114,"For profit - Corporation"
345119,4,4,4,3,3,N,120,"For profit - Corporation"
15109,3,3,3,2,4,N,88,"For profit - Corporation"
345123,5,3,5,5,5,N,51,"Non profit - Corporation"
345124,4,3,2,3,5,N,97,"For profit - Corporation"
345126,2,1,1,1,5,N,146,"For profit - Corporation"
345127,5,5,3,2,3,N,68,"For profit - Corporation"
345128,2,2,1,2,5,N,138,"For profit - Corporation"
345129,1,1,2,2,4,N,79,"For profit - Corporation"
345130,2,1,3,3,5,N,102,"For profit - Corporation"
345131,1,1,3,2,4,N,80,"For profit - Corporation"
345132,1,1,2,1,4,N,66,"For profit - Corporation"
345133,3,2,3,4,5,N,103,"For profit - Corporation"
15111,1,1,3,3,4,N,119,"For profit - Corporation"
345134,3,2,3,3,5,N,92,"For profit - Corporation"
345137,1,1,3,2,2,N,76,"For profit - Corporation"
345138,2,3,1,1,3,N,103,"For profit - Corporation"
345140,3,3,5,5,1,N,27,"For profit - Corporation"
345142,2,2,3,3,4,N,200,"For profit - Corporation"
345143,2,1,1,2,5,N,123,"For profit - Corporation"
345144,4,3,4,4,3,N,132,"For profit - Corporation"
345145,1,3,1,1,1,N,107,"For profit - Corporation"
345146,3,2,3,2,5,N,159,"For profit - Corporation"
345148,2,1,5,5,4,N,48,"Non profit - Church related"
15112,5,4,3,2,5,N,75,"For profit - Corporation"
345149,3,2,4,4,4,N,35,"For profit - Corporation"
345150,4,5,1,1,4,N,76,"For profit - Corporation"
345151,4,4,3,3,4,N,133,"For profit - Corporation"
345152,4,4,4,4,4,N,95,"Non profit - Corporation"
345153,3,2,4,4,4,N,112,"Non profit - Church related"
345155,3,4,1,2,4,N,184,"For profit - Corporation"
345156,4,3,3,4,5,N,133,"For profit - Corporation"
345159,2,2,2,2,4,N,96,"For profit - Corporation"
345160,5,5,4,4,4,N,176,"Non profit - Corporation"
345161,2,1,5,5,4,N,153,"Non profit - Corporation"
15113,2,2,3,4,4,N,169,"For profit - Corporation"
345162,1,2,1,2,2,N,87,"For profit - Partnership"
345163,4,4,4,4,3,N,108,"For profit - Individual"
345164,4,4,3,3,4,N,85,"For profit - Corporation"
345165,5,5,4,4,4,N,101,"For profit - Corporation"
345166,4,4,3,4,3,N,37,"For profit - Corporation"
345167,5,5,3,1,3,N,135,"For profit - Corporation"
345168,4,4,3,3,4,N,135,"For profit - Corporation"
345169,1,2,1,2,3,N,146,"For profit - Corporation"
345170,5,5,1,1,5,N,89,"For profit - Corporation"
345171,3,3,3,2,4,N,139,"For profit - Corporation"
15114,3,2,5,5,3,N,89,"For profit - Corporation"
345172,1,1,2,3,2,N,166,"For profit - Corporation"
345173,1,2,1,1,4,N,77,"For profit - Corporation"
345174,2,1,4,4,4,N,81,"For profit - Corporation"
345175,3,3,3,3,3,N,141,"For profit - Corporation"
345177,4,3,2,3,5,N,93,"For profit - Corporation"
345179,3,3,2,3,4,N,95,"For profit - Corporation"
345180,3,2,4,3,4,N,59,"Non profit - Church related"
345181,2,3,1,1,4,N,113,"For profit - Corporation"
345182,5,5,3,4,4,N,49,"For profit - Corporation"
345183,1,1,1,1,3,N,99,"For profit - Corporation"
15115,3,3,3,2,4,N,109,"For profit - Corporation"
345184,4,4,1,2,5,N,96,"For profit - Corporation"
345185,2,2,3,2,2,N,106,"For profit - Corporation"
345186,1,1,3,2,4,N,131,"For profit - Corporation"
345187,5,3,4,5,5,N,104,"Non profit - Corporation"
345190,4,2,4,5,5,N,107,"Non profit - Other"
345191,3,3,2,2,4,N,108,"For profit - Corporation"
345192,5,5,5,5,5,N,217,"Government - State"
345193,4,3,2,3,5,N,89,"For profit - Corporation"
345194,4,3,4,3,3,N,48,"Non profit - Corporation"
345195,5,4,4,4,5,N,140,"For profit - Corporation"
15116,5,3,5,5,5,N,124,"For profit - Corporation"
345196,4,3,4,4,4,N,59,"Non profit - Corporation"
345197,2,1,4,3,2,N,124,"For profit - Corporation"
345198,4,4,4,5,4,N,114,"Non profit - Corporation"
345199,5,5,5,5,4,N,22,"Non profit - Corporation"
345201,2,2,3,3,4,N,94,"For profit - Corporation"
345202,3,3,1,2,5,N,95,"For profit - Corporation"
345203,3,4,1,1,3,N,95,"Non profit - Corporation"
345204,5,4,3,4,5,N,99,"For profit - Corporation"
345205,3,3,3,4,3,N,154,"For profit - Corporation"
345206,5,5,4,5,4,N,96,"For profit - Corporation"
15117,3,2,3,2,5,N,96,"For profit - Corporation"
345207,4,3,2,2,5,N,103,"For profit - Corporation"
345208,3,2,2,4,5,N,118,"For profit - Limited Liability company"
345209,4,3,0,0,5,N,30,"Non profit - Church related"
345210,1,2,1,2,4,N,84,"Non profit - Corporation"
345211,5,5,3,3,5,N,84,"For profit - Corporation"
345212,3,4,1,1,4,N,83,"For profit - Corporation"
345213,1,1,1,2,3,N,111,"For profit - Corporation"
345215,5,5,2,2,3,N,121,"For profit - Corporation"
345216,4,3,4,3,4,N,54,"For profit - Corporation"
345217,3,4,1,2,4,N,168,"For profit - Corporation"
15119,2,1,3,2,5,N,133,"For profit - Corporation"
345218,1,1,1,2,4,N,159,"For profit - Corporation"
345219,2,1,4,3,5,N,69,"For profit - Corporation"
345221,2,2,2,3,4,N,117,"For profit - Corporation"
345222,2,2,3,3,4,N,97,"For profit - Corporation"
345223,1,1,3,3,4,N,99,"For profit - Corporation"
345225,4,4,2,3,4,N,100,"For profit - Corporation"
345226,4,4,2,3,4,N,69,"For profit - Corporation"
345227,5,4,3,3,5,N,101,"For profit - Corporation"
345228,3,2,4,3,3,N,122,"For profit - Corporation"
345229,3,3,3,3,4,N,89,"For profit - Corporation"
15120,3,2,4,5,4,N,140,"For profit - Corporation"
345232,1,2,1,1,2,N,141,"For profit - Corporation"
345233,2,1,4,3,4,N,104,"Non profit - Corporation"
345234,5,5,4,3,4,N,105,"For profit - Corporation"
345235,5,5,5,5,5,N,86,"Non profit - Church related"
345236,5,5,4,3,3,N,108,"For profit - Corporation"
345237,1,1,2,2,4,N,158,"For profit - Corporation"
345238,5,5,4,4,5,N,164,"For profit - Corporation"
345240,4,2,4,3,5,N,113,"For profit - Individual"
345241,2,2,1,2,5,N,109,"For profit - Corporation"
345242,5,4,4,2,5,N,22,"For profit - Corporation"
15121,4,4,2,4,2,N,67,"For profit - Corporation"
345243,1,1,3,3,4,N,87,"For profit - Corporation"
345244,3,3,2,2,3,N,87,"For profit - Corporation"
345245,4,4,4,3,4,N,37,"Non profit - Other"
345246,2,1,4,4,4,Y,104,"For profit - Corporation"
345247,3,2,3,3,5,N,129,"For profit - Corporation"
345249,2,2,3,3,3,N,118,"Non profit - Other"
345250,5,4,4,3,5,N,109,"For profit - Corporation"
345252,4,4,4,4,3,N,92,"For profit - Corporation"
345253,2,1,2,4,5,N,43,"For profit - Corporation"
345254,4,4,1,2,5,N,116,"For profit - Corporation"
15123,4,4,4,3,4,N,67,"Government - County"
345255,5,3,4,4,5,N,97,"For profit - Corporation"
345258,1,1,3,3,4,N,88,"For profit - Corporation"
345260,2,3,1,2,4,N,110,"For profit - Corporation"
345261,1,2,1,2,3,N,81,"For profit - Corporation"
345262,1,2,1,1,3,N,59,"For profit - Corporation"
345263,4,4,4,3,4,N,95,"For profit - Corporation"
345264,2,1,4,4,5,N,102,"Non profit - Corporation"
345265,5,4,3,3,5,N,134,"For profit - Corporation"
345266,4,4,1,2,5,N,97,"For profit - Corporation"
345267,3,2,4,3,4,N,85,"For profit - Corporation"
15124,5,5,5,5,3,N,71,"Non profit - Other"
345268,4,4,4,4,3,N,101,"For profit - Corporation"
345269,4,5,1,1,3,N,96,"For profit - Corporation"
345270,5,4,2,4,5,N,107,"For profit - Corporation"
345273,5,5,4,5,5,N,21,"For profit - Corporation"
345277,4,5,1,2,4,N,98,"For profit - Corporation"
345278,4,4,2,3,4,N,32,"Government - Hospital district"
345279,4,4,4,2,4,N,121,"For profit - Corporation"
345280,1,1,3,2,3,N,120,"For profit - Corporation"
345281,4,2,4,3,5,N,87,"Non profit - Corporation"
345282,2,2,2,2,4,N,116,"Non profit - Corporation"
15126,5,3,5,5,5,N,101,"For profit - Corporation"
345283,4,3,3,3,5,N,120,"For profit - Corporation"
345284,2,2,1,1,5,N,126,"For profit - Corporation"
345285,3,3,1,1,5,N,120,"For profit - Individual"
345286,1,1,1,2,3,Y,141,"For profit - Corporation"
345288,2,1,1,2,5,N,60,"For profit - Corporation"
345289,5,4,3,3,5,N,86,"Non profit - Corporation"
345291,1,1,2,1,4,N,124,"For profit - Individual"
345292,5,4,2,3,5,N,54,"For profit - Corporation"
345293,2,1,4,3,3,N,89,"For profit - Corporation"
345294,5,5,4,3,4,N,110,"For profit - Corporation"
15127,4,3,3,4,5,N,122,"For profit - Corporation"
345296,4,3,2,4,5,N,121,"For profit - Corporation"
345297,5,5,4,3,4,N,51,"Non profit - Corporation"
345298,3,3,3,2,3,N,85,"For profit - Corporation"
345301,4,4,4,4,3,N,130,"For profit - Corporation"
345302,1,1,2,3,2,N,72,"For profit - Corporation"
345303,5,3,4,3,5,N,89,"For profit - Corporation"
345304,2,1,2,4,5,N,96,"For profit - Corporation"
345305,4,4,4,3,3,N,110,"Non profit - Corporation"
345306,4,3,5,5,4,N,31,"Non profit - Corporation"
345307,2,2,3,4,3,N,41,"For profit - Corporation"
15128,2,1,3,4,5,N,110,"For profit - Partnership"
345309,2,1,4,5,5,N,44,"For profit - Corporation"
345310,2,1,4,4,5,N,104,"Non profit - Church related"
345311,2,3,1,1,2,N,128,"For profit - Corporation"
345312,4,3,2,4,5,N,104,"For profit - Corporation"
345313,4,3,3,3,5,N,55,"For profit - Corporation"
345314,5,4,4,2,5,N,92,"For profit - Corporation"
345315,5,5,2,2,4,N,79,"For profit - Corporation"
345316,2,2,3,1,4,N,53,"For profit - Corporation"
345317,3,2,3,4,5,N,81,"For profit - Corporation"
345318,3,3,1,1,5,N,139,"For profit - Partnership"
15129,3,2,2,2,5,N,85,"For profit - Corporation"
345319,3,3,2,2,4,N,72,"For profit - Corporation"
345321,4,4,3,2,4,N,87,"For profit - Corporation"
345322,5,4,4,3,5,N,93,"For profit - Corporation"
345323,4,4,2,3,4,N,77,"For profit - Corporation"
345325,1,1,2,2,4,N,93,"For profit - Corporation"
345326,5,4,0,0,5,N,13,"Non profit - Corporation"
345328,5,5,5,5,4,N,65,"For profit - Corporation"
345329,3,2,3,3,5,N,95,"For profit - Corporation"
345330,4,3,4,3,2,N,106,"For profit - Corporation"
345331,4,4,4,4,4,N,110,"Non profit - Other"
15131,3,3,4,3,3,Y,111,"For profit - Corporation"
345332,4,3,3,3,5,N,95,"For profit - Corporation"
345333,5,5,2,4,4,N,60,"For profit - Corporation"
345335,4,3,4,3,4,N,108,"For profit - Corporation"
345336,3,3,3,2,4,N,102,"For profit - Corporation"
345337,4,4,3,3,4,N,105,"For profit - Individual"
345339,1,1,1,2,1,N,76,"For profit - Corporation"
345340,3,2,3,3,5,N,89,"For profit - Corporation"
345341,5,3,4,5,5,N,118,"For profit - Corporation"
345342,5,5,3,3,2,N,45,"For profit - Corporation"
345343,4,4,4,3,4,N,120,"For profit - Corporation"
15132,1,1,3,3,4,N,151,"For profit - Corporation"
345344,4,4,1,2,5,N,75,"For profit - Corporation"
345345,5,3,4,4,5,N,53,"For profit - Corporation"
345348,1,1,1,1,3,N,83,"For profit - Corporation"
345349,3,3,3,3,3,N,104,"For profit - Corporation"
345350,1,1,1,1,3,N,75,"For profit - Corporation"
345351,1,2,1,2,3,N,88,"For profit - Corporation"
345353,2,1,4,3,4,N,76,"For profit - Partnership"
345354,4,3,4,4,4,N,87,"For profit - Corporation"
345355,4,3,4,4,4,N,67,"For profit - Corporation"
345356,3,2,2,2,5,N,65,"For profit - Partnership"
15133,3,2,3,3,5,N,138,"For profit - Corporation"
345357,2,2,2,4,4,N,105,"For profit - Corporation"
345358,4,3,3,2,5,N,60,"For profit - Corporation"
345359,2,3,1,2,3,N,144,"For profit - Corporation"
345362,2,1,1,2,5,N,82,"For profit - Corporation"
345363,4,3,4,2,3,N,88,"Non profit - Corporation"
345365,3,3,1,2,5,N,102,"For profit - Corporation"
345366,4,3,4,3,4,N,88,"For profit - Corporation"
345367,3,4,1,1,4,N,56,"For profit - Corporation"
345369,5,3,4,4,5,N,114,"Non profit - Corporation"
345370,1,1,2,1,3,N,86,"For profit - Corporation"
15134,2,1,4,3,5,N,120,"For profit - Partnership"
345371,2,2,3,4,4,N,94,"For profit - Corporation"
345372,4,3,3,2,5,N,78,"For profit - Corporation"
345373,2,1,4,2,2,N,49,"For profit - Corporation"
345374,1,2,1,2,4,N,55,"For profit - Individual"
345375,3,2,3,3,5,N,51,"For profit - Corporation"
345376,1,1,1,2,1,N,106,"For profit - Corporation"
345377,1,1,4,3,1,N,102,"For profit - Individual"
345378,1,2,1,1,4,N,88,"For profit - Corporation"
345380,4,4,2,1,4,N,68,"For profit - Corporation"
345381,4,4,4,2,3,N,88,"For profit - Corporation"
15135,5,4,4,3,5,N,65,"Non profit - Corporation"
345383,3,3,2,3,4,N,76,"For profit - Corporation"
345384,4,3,2,3,5,N,54,"For profit - Corporation"
345385,2,3,1,1,3,N,61,"For profit - Corporation"
345386,5,4,5,5,4,N,7,"Non profit - Other"
345388,1,2,1,2,4,N,113,"For profit - Corporation"
345389,2,1,5,5,5,N,110,"For profit - Corporation"
345390,4,4,4,3,4,N,50,"For profit - Corporation"
345391,3,2,2,2,5,N,99,"For profit - Corporation"
345392,3,2,4,3,3,N,62,"For profit - Corporation"
345393,1,1,3,3,4,N,109,"Non profit - Corporation"
15136,5,4,4,4,5,N,109,"For profit - Corporation"
345394,4,3,2,1,5,N,53,"For profit - Corporation"
345395,5,3,5,5,5,N,48,"For profit - Corporation"
345396,3,2,5,5,3,N,33,"For profit - Corporation"
345397,2,3,1,1,4,N,78,"For profit - Corporation"
345400,2,2,2,3,4,N,77,"For profit - Corporation"
345401,5,5,4,5,4,N,100,"For profit - Individual"
345403,1,1,2,3,4,N,110,"For profit - Corporation"
345404,4,3,4,4,4,N,54,"For profit - Corporation"
345405,1,1,3,3,4,N,95,"For profit - Partnership"
345406,1,2,1,1,3,N,57,"For profit - Corporation"
15137,5,5,4,4,4,N,96,"For profit - Corporation"
345407,2,2,2,3,4,N,50,"For profit - Partnership"
345408,5,5,4,4,4,N,126,"For profit - Limited Liability company"
345409,5,5,2,2,2,N,77,"For profit - Corporation"
345410,4,4,3,2,4,N,116,"For profit - Partnership"
345411,3,3,3,3,4,N,80,"For profit - Corporation"
345412,2,3,1,1,2,N,71,"Government - County"
345413,3,2,4,4,3,N,88,"For profit - Corporation"
345414,3,4,1,1,4,N,88,"For profit - Corporation"
345415,2,2,1,1,5,N,106,"For profit - Corporation"
345416,3,3,0,0,4,N,2,"For profit - Partnership"
15138,4,4,3,2,4,N,106,"For profit - Corporation"
345417,2,1,4,3,3,N,112,"For profit - Corporation"
345418,1,1,3,3,3,N,101,"For profit - Corporation"
345419,5,5,3,3,5,N,90,"For profit - Corporation"
345420,3,2,4,3,4,N,173,"For profit - Corporation"
345421,3,2,4,4,4,N,132,"For profit - Corporation"
345423,5,3,4,4,5,N,66,"For profit - Corporation"
345425,4,2,4,4,5,N,29,"For profit - Corporation"
345426,1,1,1,2,4,N,67,"For profit - Corporation"
345428,4,4,4,4,3,N,52,"For profit - Corporation"
345429,2,1,4,3,5,N,78,"For profit - Corporation"
15139,5,3,4,3,5,N,96,"For profit - Corporation"
345431,3,3,4,5,1,N,45,"Non profit - Other"
345432,4,4,4,4,3,N,59,"Non profit - Corporation"
345433,1,1,3,3,4,N,85,"For profit - Partnership"
345434,2,1,4,3,4,N,180,"For profit - Partnership"
345436,2,2,1,1,5,N,79,"For profit - Corporation"
345437,4,3,4,4,4,N,56,"Non profit - Other"
345438,5,3,4,3,5,N,52,"For profit - Corporation"
345439,5,4,4,4,5,N,70,"For profit - Corporation"
345441,4,4,4,4,4,N,51,"For profit - Corporation"
345442,1,1,2,2,4,N,57,"For profit - Corporation"
15141,4,3,4,4,4,N,66,"Non profit - Corporation"
345443,2,3,2,2,1,N,156,"For profit - Corporation"
345445,5,4,5,5,5,N,58,"Non profit - Church related"
345446,2,1,4,5,3,N,96,"Non profit - Corporation"
345447,2,2,3,3,3,N,97,"For profit - Corporation"
345448,4,3,3,2,5,N,174,"For profit - Corporation"
345449,4,4,1,2,5,N,91,"For profit - Corporation"
345450,1,2,2,2,1,N,65,"For profit - Corporation"
345457,5,4,3,3,5,N,73,"For profit - Corporation"
345458,5,4,4,3,5,N,111,"For profit - Corporation"
345459,4,4,4,5,4,N,25,"Non profit - Corporation"
15142,4,3,4,3,4,N,99,"For profit - Corporation"
345460,3,2,4,4,3,N,88,"For profit - Corporation"
345462,2,1,4,5,5,N,84,"For profit - Corporation"
345463,3,2,4,4,4,N,65,"For profit - Corporation"
345464,2,2,2,3,3,N,57,"For profit - Corporation"
345465,3,3,3,4,3,N,51,"For profit - Corporation"
345466,2,1,1,2,5,N,72,"For profit - Corporation"
345467,4,5,1,2,3,N,14,"Non profit - Corporation"
345468,2,1,2,4,5,N,80,"For profit - Corporation"
345471,2,1,4,4,4,N,86,"For profit - Corporation"
345472,2,3,1,1,4,N,95,"For profit - Corporation"
15143,2,1,4,4,3,N,159,"For profit - Corporation"
345473,2,2,2,2,3,N,67,"For profit - Partnership"
345474,4,4,0,0,4,N,9,"Non profit - Corporation"
345475,2,1,5,5,5,N,68,"Government - Federal"
345477,2,2,2,3,4,N,98,"For profit - Partnership"
345478,4,3,2,3,5,N,99,"For profit - Corporation"
345479,5,5,5,5,4,N,31,"Non profit - Church related"
345481,1,1,2,2,4,N,73,"For profit - Individual"
345482,5,5,0,0,5,N,6,"For profit - Corporation"
345483,2,1,4,3,4,N,50,"For profit - Corporation"
345484,5,4,5,5,3,N,5,"Non profit - Corporation"
15144,2,1,5,5,5,N,168,"For profit - Corporation"
345487,5,4,3,3,5,N,56,"For profit - Corporation"
345489,2,2,1,1,5,N,100,"For profit - Corporation"
345490,2,2,3,3,3,N,77,"For profit - Corporation"
345491,4,4,4,4,4,N,52,"For profit - Corporation"
345492,5,3,4,3,5,N,134,"Government - State"
345493,3,2,4,4,4,N,126,"For profit - Corporation"
345494,3,3,1,2,5,N,115,"For profit - Corporation"
345495,5,5,0,0,2,N,2,"Non profit - Corporation"
345496,3,4,1,2,4,N,79,"For profit - Corporation"
345499,5,4,2,2,5,N,90,"For profit - Corporation"
15145,2,1,2,4,5,N,124,"For profit - Corporation"
345500,3,2,5,5,4,N,30,"For profit - Corporation"
345501,4,4,4,2,4,N,99,"Non profit - Corporation"
345502,3,3,2,3,4,N,108,"For profit - Corporation"
345503,3,2,5,5,4,N,83,"For profit - Corporation"
345504,4,4,4,4,4,N,52,"Government - Hospital district"
345505,3,2,4,3,3,N,120,"For profit - Corporation"
345506,2,1,4,5,5,N,53,"Non profit - Corporation"
345507,5,5,4,3,4,N,79,"For profit - Corporation"
345508,5,4,4,4,5,N,104,"Non profit - Corporation"
345509,2,1,4,4,4,N,77,"For profit - Individual"
15147,5,3,4,4,5,N,107,"For profit - Corporation"
345510,4,4,4,3,3,N,110,"For profit - Corporation"
345511,2,1,3,4,5,N,93,"For profit - Corporation"
345512,4,5,0,0,1,N,4,"Non profit - Corporation"
345513,3,3,2,2,4,N,117,"For profit - Corporation"
345514,4,4,4,4,4,N,52,"For profit - Corporation"
345515,5,4,2,4,5,N,67,"For profit - Individual"
345516,5,3,5,5,5,N,82,"For profit - Corporation"
345518,4,2,4,3,5,N,46,"Non profit - Corporation"
345519,1,2,1,1,4,N,89,"For profit - Corporation"
345520,3,2,4,4,4,N,79,"Non profit - Other"
15148,4,3,4,4,4,N,80,"For profit - Corporation"
345521,5,5,5,5,4,N,19,"For profit - Partnership"
345522,1,1,1,2,4,N,86,"For profit - Corporation"
345523,4,3,3,3,5,N,84,"For profit - Corporation"
345525,5,4,0,0,5,N,2,"Non profit - Church related"
345526,4,2,4,4,5,N,79,"For profit - Corporation"
345528,5,4,5,5,4,N,55,"Non profit - Church related"
345529,3,2,4,3,3,N,108,"For profit - Corporation"
345530,5,5,4,3,3,N,77,"Non profit - Corporation"
345531,4,3,4,4,4,N,95,"Government - State"
345532,3,4,1,1,3,N,57,"For profit - Corporation"
15149,5,3,4,2,5,N,70,"For profit - Corporation"
345533,5,4,0,0,5,N,11,"Non profit - Corporation"
345534,5,4,4,5,5,N,115,"For profit - Corporation"
345535,2,2,2,3,4,N,90,"For profit - Corporation"
345537,4,4,3,4,4,N,100,"For profit - Corporation"
345538,4,2,4,3,5,N,135,"For profit - Corporation"
345539,5,5,5,5,5,N,10,"Non profit - Corporation"
345541,2,2,3,2,3,N,101,"For profit - Corporation"
345542,5,5,0,0,4,N,4,"Non profit - Corporation"
345543,2,1,2,2,5,N,88,"For profit - Corporation"
345544,5,4,4,3,5,N,44,"Non profit - Corporation"
15150,5,4,4,2,5,N,83,"Government - County"
345545,5,5,5,5,5,N,16,"Non profit - Church related"
345546,5,5,5,5,5,N,26,"Non profit - Corporation"
345547,5,5,4,4,4,N,128,"For profit - Corporation"
345548,3,3,1,2,5,N,127,"For profit - Corporation"
345549,5,5,3,2,5,N,83,"For profit - Corporation"
345550,3,2,4,4,4,N,97,"For profit - Corporation"
345551,2,1,3,4,5,N,117,"For profit - Corporation"
345552,4,3,4,2,4,N,132,"For profit - Corporation"
345553,1,1,2,1,4,N,86,"For profit - Corporation"
345554,5,5,4,3,2,N,94,"Non profit - Church related"
15151,4,3,4,4,3,N,119,"For profit - Corporation"
345555,5,4,2,1,5,N,120,"For profit - Corporation"
345556,5,5,4,4,5,N,56,"Non profit - Corporation"
345557,2,1,4,4,4,N,64,"For profit - Corporation"
345558,4,2,4,5,5,N,92,"Government - State"
345559,0,0,0,0,0,N,3,"For profit - Partnership"
345560,5,5,4,5,4,N,62,"Government - State"
345561,5,5,3,3,4,N,62,"For profit - Corporation"
345562,0,0,0,0,0,N,1,"For profit - Corporation"
345563,0,0,0,0,0,N,3,"For profit - Partnership"
345564,0,0,0,0,0,N,6,"Non profit - Corporation"
15152,5,4,4,4,5,N,168,"For profit - Corporation"
34A001,3,2,0,0,5,N,144,"Government - State"
34A002,5,5,0,0,5,N,95,"Government - State"
355024,2,1,4,3,5,N,96,"For profit - Corporation"
355031,2,1,4,4,5,N,87,"For profit - Corporation"
355032,3,2,4,4,4,N,72,"Non profit - Corporation"
355033,2,1,2,1,5,N,81,"Non profit - Corporation"
355034,5,4,5,5,4,N,27,"Non profit - Corporation"
355036,4,3,5,5,4,N,66,"Non profit - Corporation"
355037,4,3,4,4,4,N,73,"Non profit - Church related"
355038,5,5,4,3,3,N,37,"Non profit - Church related"
15153,3,2,2,3,5,N,114,"For profit - Corporation"
355039,4,4,4,4,3,N,47,"Non profit - Corporation"
355040,5,5,4,4,5,N,98,"Non profit - Corporation"
355041,4,4,4,4,3,N,66,"Non profit - Corporation"
355042,5,3,4,5,5,N,38,"Non profit - Corporation"
355044,3,2,5,5,4,N,46,"Non profit - Church related"
355046,4,3,4,5,4,N,59,"Non profit - Corporation"
355047,3,2,4,3,4,N,111,"Non profit - Corporation"
355048,4,3,4,5,4,N,51,"Non profit - Corporation"
355049,5,3,4,4,5,N,51,"Non profit - Corporation"
