population_size,poverty_rate,mammogram_rate,uninsured_rate,prim_care_phys_rate,community_health_center_ind
58927,14.1,-1111.1,18.8,17,1
206679,15.1,83.5,54.1,66.8,1
11708,15.7,-1111.1,4.2,8.5,2
7825,17.7,-1111.1,2.9,25.6,2
57044,13.7,-1111.1,15.3,52.6,1
20677,21.7,-1111.1,8.3,14.5,1
472216,13.6,86.1,152.1,93,2
54983,23.7,-1111.1,14.4,56.4,1
112030,15.2,-1111.1,42.3,31.2,1
56590,14.5,-1111.1,15.2,77.8,2
102367,12.7,84.8,33,102.6,1
23224,22.7,-1111.1,6.1,86.1,1
43409,19.6,-1111.1,15.9,13.8,2
5181,22.4,-1111.1,1.5,0,2
155359,11.6,76.2,50.8,75.3,1
36739,16.9,-1111.1,14.1,119.8,1
163428,12.7,81.3,63.9,37.3,1
10113,18,-1111.1,3.9,79.1,1
59091,13.9,-1111.1,21.7,64.3,2
56826,23.5,-1111.1,14.7,56.3,1
74746,12.4,-1111.1,25.6,46.8,2
43843,14.6,-1111.1,13,41.1,2
33005,13.8,-1111.1,11.8,84.8,2
20432,17.7,-1111.1,6.1,53.8,2
23398,23.4,90.8,6.5,42.7,2
890515,10.9,83.4,287.7,105.4,1
15784,17.2,-1111.1,5.6,88.7,2
27358,19.6,84.7,10.5,36.6,2
85608,11.6,88.9,27.2,85.3,2
93674,15.5,88.9,26.8,81.1,1
192538,14,80.7,61.2,116.9,1
20487,26.6,90.9,5.2,14.6,1
165938,14.8,-1111.1,57.9,47.6,1
126532,13.9,84,48.6,308.2,1
12502,16.3,-1111.1,4,56,2
41111,17.3,-1111.1,11.3,82.7,1
51314,14.8,-1111.1,18.5,29.2,1
12856,18.1,-1111.1,4,23.3,2
37438,13.7,-1111.1,9.2,32.1,1
156081,22,76.6,53.3,179.4,1
19074,12.3,-1111.1,7.7,62.9,2
141186,14.1,81.1,47.2,48.2,1
46005,23.7,-1111.1,12,47.8,2
129123,30.4,78.5,42.8,47.2,1
92282,16.2,-1111.1,26.3,52,2
139225,15.6,77.5,41.8,45.3,2
63424,16.8,-1111.1,16.3,71,2
63927,22.1,-1111.1,25.6,43.8,1
36508,27.6,90.4,7.7,93.1,2
59614,12.7,86.7,17.8,41.9,2
46171,14.9,-1111.1,12,17.3,2
72468,15.9,-1111.1,24.7,75.9,1
13512,16.1,-1111.1,5.6,118.4,2
30187,12.4,-1111.1,8.1,92.8,2
4087,26.9,-1111.1,1.8,0,2
193255,8.6,81.3,60.2,51.7,1
42891,25.7,-1111.1,11.9,58.3,1
866410,9.2,87,254.6,91.1,1
19388,24.4,-1111.1,7.1,20.6,1
12946,23.2,-1111.1,3,30.9,2
45196,18.9,88.5,19.8,104,1
113671,18.3,84.9,35.4,64.2,1
66655,20.9,77,20.2,48,2
77527,21,79.7,21.7,52.9,1
37954,13.8,-1111.1,12.9,36.9,2
18503,18.4,-1111.1,7.3,86.5,1
2244,11.1,-1111.1,0.6,490.2,2
10682,11.7,-1111.1,2,65.5,2
6953,27.9,-1111.1,1.6,14.4,2
811,11.4,-1111.1,0.3,0,2
6338,11.6,-1111.1,1.8,47.3,2
3019,8.2,-1111.1,0.8,99.4,2
1820,10.4,-1111.1,0.5,0,2
78689,8.9,79.7,11.9,118.2,2
139918,10,86.5,27,145.8,1
3841,10.9,-1111.1,1,52.1,2
5237,12.9,-1111.1,1.2,0,2
1986,11.6,-1111.1,0.6,100.7,2
3318,12.2,-1111.1,1.1,0,2
2388,13.1,-1111.1,0.5,0,2
3377,13.3,-1111.1,1.1,88.8,2
3447,9,-1111.1,0.8,145.1,2
1640,13.2,-1111.1,0.6,61,2
66585,15.2,81.4,15,144.2,1
2415,17.1,-1111.1,1,82.8,2
2359,10.6,-1111.1,0.6,42.4,2
2378,13.1,-1111.1,0.7,0,2
2290,14.3,-1111.1,0.8,0,2
3986,11.3,-1111.1,1.1,0,2
1943,13,-1111.1,0.7,0,2
5168,13.7,-1111.1,1.7,0,1
2639,13.1,-1111.1,0.8,37.9,2
5674,14.4,-1111.1,1.8,17.6,2
8337,11.1,-1111.1,2.1,24,1
7854,7.2,-1111.1,1.4,50.9,1
26255,9.5,83.7,4.4,22.9,2
6511,14,-1111.1,1.9,92.2,2
3166,10.3,-1111.1,0.9,31.6,1
1695,10.2,-1111.1,0.5,0,1
7419,8.4,-1111.1,2.2,53.9,2
4091,12.3,-1111.1,0.9,171.1,2
11234,12.6,80.7,2,133.5,2
5628,9.6,-1111.1,1.3,53.3,2
2245,8.8,-1111.1,0.6,44.5,2
16334,9.3,-1111.1,3.2,55.1,2
13657,27.9,-1111.1,4.8,51.3,1
4048,7.1,-1111.1,0.8,0,2
1266,17.9,-1111.1,0.5,0,1
4232,37.8,-1111.1,0.8,23.6,2
675,11.6,-1111.1,0.2,0,2
22575,10.2,76.8,3.9,84.2,2
1795,7.4,-1111.1,0.6,0,2
20394,11.6,79.9,3.3,73.6,2
2202,10,-1111.1,0.7,45.4,2
7820,8.6,-1111.1,1.7,89.5,1
10880,11,-1111.1,2.2,64.3,1
55986,9.8,79.9,10.7,101.8,2
4191,12.3,-1111.1,0.9,47.7,2
19846,9.9,81.8,4.5,90.7,2
28213,21.9,-1111.1,5.9,39,1
105168,14.7,-1111.1,21.2,76.1,1
55125,12,-1111.1,11.7,52.6,2
100648,15.6,-1111.1,21.6,38.7,1
63255,29.6,-1111.1,23.1,23.7,1
46576,7.8,-1111.1,8.9,62.3,2
67975,16.1,-1111.1,14.9,58.8,1
43960,13.2,-1111.1,8.5,36.4,1
360765,11.9,-1111.1,79.1,59.6,1
28439,12.5,-1111.1,6.1,21.1,2
39650,11.8,-1111.1,7.5,27.7,2
139859,13.8,-1111.1,26,55.1,1
195385,8.8,-1111.1,36.8,74.7,1
43200,10.9,-1111.1,7.4,115.7,2
107873,14.5,-1111.1,22.3,49.1,1
35981,13.2,-1111.1,7.4,38.9,2
43696,12.6,-1111.1,8.1,27.5,2
1283925,15.9,81.4,243.5,167.1,1
52027,9.8,-1111.1,11.3,50,1
38637,9.8,-1111.1,7.9,67.3,2
165026,4.9,-1111.1,33,112.7,2
77062,12,-1111.1,15.4,45.4,2
142223,8.9,-1111.1,28.1,57.7,1
28319,13.1,-1111.1,5.3,35.3,1
1129067,15.1,80.3,263.7,116.6,1
42485,7.8,-1111.1,9,54.1,2
30912,20.3,-1111.1,6.1,139.1,2
94753,6.9,-1111.1,25.4,70.7,2
159190,10.7,-1111.1,33.1,106.8,2
40177,17.1,-1111.1,8.1,62.2,2
851494,13.6,87.2,195.2,142.9,1
74273,9.8,-1111.1,15.9,51.2,2
31948,14.7,-1111.1,6.5,25,2
15387,17.7,-1111.1,3.4,52,1
28841,8.6,-1111.1,6.3,48.5,1
42349,12.9,-1111.1,8.9,51.9,1
28975,15.6,-1111.1,5.9,41.4,1
41445,10.8,-1111.1,10,50.7,2
59659,13.7,-1111.1,13,52,1
33270,20.7,-1111.1,7.2,27.1,1
68526,17.9,-1111.1,13,56.9,2
59324,13.2,-1111.1,11.5,62.4,2
234030,8.5,-1111.1,52.4,41.4,2
62573,18.2,-1111.1,13.5,44.7,1
157721,10.2,-1111.1,32.3,39.9,2
46220,10.8,-1111.1,8.8,51.9,2
304373,12.3,-1111.1,59,52.9,1
440456,18.6,75.2,80.2,124.2,1
41861,11,-1111.1,7.3,50.2,2
237978,16.7,83.1,46.6,108.4,1
65768,16.9,-1111.1,10.7,60.8,1
171210,5.8,-1111.1,36.2,65.4,2
22722,20.1,-1111.1,5.7,13.2,1
40818,7.2,-1111.1,8.6,51.4,2
101085,7.9,-1111.1,19.8,46.5,1
14221,15,-1111.1,3.5,21.1,1
534626,15,83.6,116.3,110.9,1
14510,21.1,-1111.1,3.3,6.9,1
34455,11.1,-1111.1,7.6,17.4,1
85087,16.9,-1111.1,15.9,54.1,1
14333,16.5,-1111.1,2.7,7,2
40823,9,-1111.1,9,58.8,2
19096,11,-1111.1,4.4,26.2,2
35241,15.8,-1111.1,7.1,14.2,1
54544,12.4,-1111.1,9.4,40.3,2
27967,19.6,-1111.1,5.1,39.3,1
155991,11.8,-1111.1,34.3,41,1
41643,8.4,-1111.1,9.6,19.2,2
34543,7.6,-1111.1,7.7,37.6,2
124999,14.7,-1111.1,23.6,53.6,1
76073,16.3,-1111.1,13.2,67,1
60637,10,-1111.1,12.7,57.7,1
76587,20.2,-1111.1,13.7,45.7,1
56461,11.1,-1111.1,12.7,53.1,2
48919,9.2,-1111.1,8.6,59.3,2
379214,12.4,-1111.1,82.8,91,1
542562,12.5,76.9,118.3,106.2,1
211317,15.5,-1111.1,39.3,49.7,1
91348,11.4,-1111.1,22,52.5,2
48223,7.1,-1111.1,10.4,39.4,2
28748,8.1,-1111.1,6,59.1,2
13281,23,-1111.1,2.7,0,1
207353,6.6,-1111.1,37,86.8,2
61567,16.9,-1111.1,13.2,45.5,2
113812,11.1,-1111.1,23.5,58.9,2
38158,9.7,-1111.1,8,57.7,2
125340,10.1,-1111.1,29.2,83.8,2
22354,8.4,-1111.1,4.9,49.2,2
21811,22.9,-1111.1,7.2,41.3,2
5637,17,-1111.1,2.3,0,1
14655,20.8,-1111.1,4.9,6.8,2
5248,10.9,-1111.1,3.1,57.2,2
21136,15.8,-1111.1,7.5,71,2
12659,22.6,-1111.1,4.5,47.4,2
40109,20.3,76.3,14.5,32.4,2
29024,21.3,77.2,12.4,20.7,1
106079,8.5,77.4,34.3,38.7,2
47979,16.4,59.5,16.8,62.5,2
45733,25.3,71.5,20.4,52.5,1
14890,24.7,-1111.1,4.4,26.9,2
2556,16.3,-1111.1,1.8,39.1,2
239760,11.4,81,82.6,54.6,1
5721,22.2,-1111.1,2.5,0,2
111772,18.3,79.3,36.9,73.4,1
6191,16.8,-1111.1,2.4,32.3,2
15132,19.2,-1111.1,4.4,46.3,2
69822,12.7,64.9,24.4,25.8,2
26412,18,76.8,11.2,64.4,2
40425,19.9,66.9,15.9,47,2
4389,12.9,-1111.1,2.3,45.6,2
3971,12.4,-1111.1,2,100.7,2
58167,16.7,71.8,19.3,56.7,2
27247,15.6,-1111.1,9.4,33,1
51066,16.3,76.4,18.6,39.2,2
4450,13.6,-1111.1,2.2,0,2
5713,23.2,-1111.1,1.6,70,2
2843,27.5,-1111.1,1.3,35.2,2
3290,10.3,-1111.1,1.6,30.4,2
12152,20.3,-1111.1,4.2,8.2,1
13625,24.3,-1111.1,5.1,7.3,1
25236,17.2,73,9.5,63.4,2
6219,22.3,-1111.1,3.1,0,2
10286,20.3,-1111.1,3.5,38.9,1
45632,17.2,76.6,15.7,46,1
14300,11.8,-1111.1,6.7,28,2
9399,19.2,-1111.1,3.3,53.2,2
10561,17.5,-1111.1,3.3,104.2,2
49802,21,67.1,19.2,6,2
32153,14.2,-1111.1,14.1,21.8,1
38102,13.9,78.8,13.6,5.2,1
9155,14.2,-1111.1,4.2,21.8,2
32365,10,-1111.1,14.3,27.8,2
33532,25.6,-1111.1,11.4,32.8,1
19698,20.8,-1111.1,7.3,15.2,1
7112,9.8,-1111.1,3.6,28.1,2
14919,17.1,-1111.1,6.8,20.1,2
39912,17.3,68.5,14.5,25.1,2
12784,16.8,-1111.1,5,46.9,2
71278,19.7,76.3,28.6,43.5,2
11169,13.7,-1111.1,3.4,35.8,2
10729,17.1,-1111.1,3.7,9.3,1
11172,23.7,-1111.1,3.2,26.9,2
706617,16.1,75.6,235.2,100.8,1
39219,20.3,71.5,12.4,25.5,2
45489,13.1,75,17.8,4.4,1
31849,19.6,70.2,10.8,47.1,2
16307,15.8,-1111.1,6.2,12.3,2
78280,18.7,83.1,40.4,57.5,2
45115,17.2,69.2,14.3,57.6,2
36999,19.4,72.8,12.2,64.9,2
69616,16.5,73.9,21.9,41.7,2
11710,25.8,-1111.1,4.3,17.1,1
3404,11.5,-1111.1,1.9,29.4,2
84300,10,73.6,26.6,33.2,2
24200,22,-1111.1,7.6,33.1,1
41034,20.7,71.3,13.5,7.3,1
43498,13,73.2,15.7,50.6,2
20283,12.2,-1111.1,11.5,39.4,2
7899,21.9,-1111.1,3,38,1
591982,13.6,78.8,189.8,97,1
68960,11,73.9,24.6,16,1
50452,13.2,79.5,19,61.4,2
11709,14.9,-1111.1,5.2,17.1,2
8422,16.6,-1111.1,3.2,47.5,2
19838,12.8,-1111.1,7.2,65.5,2
15983,16.9,-1111.1,4.5,62.6,2
81859,15.6,82.3,32.4,117.3,1
380576,9.2,83.7,108.8,80.1,1
37404,13.3,-1111.1,12.5,80.2,1
49408,11.3,82.1,11.5,24.3,2
63453,17.8,81.3,17.8,94.6,1
23023,12.6,-1111.1,7.4,43.4,1
21523,14.8,87.6,6.5,46.5,2
158456,10.4,75.2,50.1,89,1
104059,14.2,78,25.8,63.4,1
1747,11.6,-1111.1,0.6,0,2
6916,15.2,-1111.1,2.6,72.3,2
6747,15.9,-1111.1,2.1,59.3,2
21536,13.2,-1111.1,9.9,204.3,1
201138,16,76.8,66.5,87,1
20512,16.4,-1111.1,8.2,43.9,1
81618,19.4,77.4,22.6,77.2,1
66425,17,81.7,23.1,100.9,1
7239,17.9,-1111.1,2.5,55.3,2
346560,15.7,79.6,137.1,97.2,1
45946,16.7,74.3,15.3,60.9,1
115348,14,79.4,30.4,68.5,1
30907,21.3,-1111.1,10.8,58.2,1
314606,15.8,85.2,108,73.1,1
11140,14.2,-1111.1,4.3,9,1
714567,14.1,80.3,232.1,165.6,1
77074,11.9,91.6,20.1,48,1
1638,16.3,-1111.1,0.8,61.1,2
24927,15.6,-1111.1,9.7,80.2,1
73526,15.2,79,25.2,54.4,1
24961,15,-1111.1,7.4,80.1,2
6760,13.9,-1111.1,2.8,133.1,2
23775,17.1,-1111.1,8.4,75.7,1
529216,9.5,85.3,162.6,105.8,1
1319,16.8,-1111.1,0.7,0,1
98168,12.5,81.8,31,76.4,1
101119,7.8,-1111.1,21.3,49.4,1
1215103,12.4,77,195.2,156.2,1
68790,10.9,-1111.1,13.8,43.6,1
172476,11.6,81.5,28,49.3,1
49727,13.2,-1111.1,10.1,28.2,1
403595,11.3,80.5,88.4,67.4,2
125174,14.3,-1111.1,23,87.9,1
61233,15.2,-1111.1,18,147,2
621643,5.1,88.8,118.8,79.3,2
182902,8.8,79.7,32.6,45.9,1
144319,15.5,68.5,26.3,103.2,1
5266,13,-1111.1,0.9,19,1
63558,11,-1111.1,13.4,36.2,2
144779,14.8,84.9,56.9,73.2,1
491489,5.8,84.1,91.5,79.6,1
39989,14.4,-1111.1,8.6,22.5,2
82896,16,-1111.1,14.3,39.8,1
37038,16,-1111.1,7.2,51.3,2
65004,14.4,-1111.1,13.3,67.7,2
88411,15.9,-1111.1,18.1,59.9,1
229361,7.6,87.2,42.5,90.3,2
256562,10.8,83.6,50.7,136.4,1
553619,9.1,81.3,101.1,133.5,1
32268,9.4,-1111.1,5.7,55.8,1
279175,14.6,79.6,55.8,53.7,1
143925,20.8,74.6,24.6,47.9,1
6825,24.2,-1111.1,1.2,0,2
143495,8.5,89.6,29.4,59.2,1
14935,12.9,-1111.1,3.3,33.5,1
39344,16.6,-1111.1,6.6,45.8,1
45543,13.5,-1111.1,7.9,48.3,1
87479,16.2,-1111.1,20.7,51.4,1
45105,12.6,-1111.1,8.9,46.6,2
23146,10.7,-1111.1,5.8,21.6,2
209408,13.1,77.2,35.5,85,1
502370,9.2,76.6,107.9,70.3,1
90272,13.5,-1111.1,15.8,48.7,1
128934,9.3,79.3,24.1,69.8,2
339989,10.2,81.9,63.5,105.6,2
311983,14.1,69.5,49.5,72.8,1
116670,13.8,-1111.1,21.3,73.7,2
43537,17.7,-1111.1,7.3,62,1
116652,13.8,-1111.1,19.6,49.7,1
46062,13.1,-1111.1,8.4,52.1,2
165058,10.1,-1111.1,36.9,52.1,2
778048,6.2,82.3,130.8,161.4,1
17705,10.5,-1111.1,2.4,604.3,2
294787,8.7,74,52.9,86.2,2
91091,13.3,-1111.1,18.1,34,2
45185,9.3,-1111.1,9.9,22.1,2
1447395,23.8,78.3,287.2,125.2,1
59664,8.8,-1111.1,15.7,35.2,2
16720,14.4,-1111.1,3.7,71.8,1
147254,12.4,-1111.1,25.8,40.1,1
38074,11.2,-1111.1,8.2,39.4,2
77454,14.3,83.7,15.7,43.9,2
6124,14.1,-1111.1,2,16.3,2
40831,12.2,-1111.1,9.4,29.4,1
40574,15.9,-1111.1,9,51.8,1
43640,13.6,-1111.1,7.6,91.7,2
54423,15.4,-1111.1,9,62.5,1
40728,11.4,-1111.1,7.8,56.5,2
206407,10.3,78.6,34.1,70.7,1
52016,13.4,-1111.1,12.2,53.8,1
361589,10,73.9,70,69.7,1
27759,11.9,-1111.1,5.9,50.4,1
424583,8,77.5,87.1,66.9,1
49838,8.6,88.4,7.1,178.6,2
168058,8.1,87.1,30.2,83.3,1
80478,8.9,88,15.8,87,1
626150,14.6,86.2,142.3,144.5,1
126264,8.2,88.9,23.2,98.2,1
25404,17.6,85,7.2,43.3,1
154071,16.3,80,43.2,44.1,1
10447,41.8,-1111.1,2.3,86.1,1
182825,14.3,80.6,56.3,81.5,2
15307,28,-1111.1,4.5,58.8,1
22872,22,-1111.1,6.5,21.9,1
150415,10.1,85.7,63.2,81.8,1
169327,14,81.9,48.8,28.9,1
14583,17.2,-1111.1,5.7,27.4,1
348046,15.4,83.7,125.2,175.3,1
54394,17.6,-1111.1,17,46,1
32618,19.7,-1111.1,8.4,36.8,2
42882,20.6,-1111.1,12.7,46.6,1
33149,25,-1111.1,9.9,66.4,1
39019,21.1,-1111.1,12,56.4,1
67031,21.9,86.8,18.7,74.6,1
30698,23.9,-1111.1,8,45.6,1
127133,10.1,76.5,40.7,48.8,1
25546,19.5,-1111.1,7.8,47,2
23435,21.7,-1111.1,6.8,46.9,1
132800,18.2,80.9,36.2,119,1
60731,17.9,81.8,22.1,57.6,1
438119,13.8,78.9,147.6,122.6,1
68549,16.8,80.5,20.9,156.1,1
21075,23.4,-1111.1,5.3,33.2,1
257380,14.5,74.7,106.6,57.1,1
22330,19.8,-1111.1,9.8,35.8,1
58901,13.9,-1111.1,19.1,76.4,1
75913,16.9,-1111.1,23,38.2,2
69681,18.3,79.9,19.2,54.5,1
19891,27.6,-1111.1,6.6,10.1,1
248518,10.6,76.4,77.7,75.2,1
10093,19.5,-1111.1,2.5,29.7,1
33843,24.1,-1111.1,10,59.1,1
28704,27.5,-1111.1,5.8,38.3,1
37823,16.5,86.7,14.4,68.7,1
71274,16.1,76.1,25.3,64.5,2
90336,23.8,88.4,26.5,57.6,1
116915,16.5,73.5,43,71.8,2
364001,14.3,85.8,100.4,126.9,1
18625,16.7,-1111.1,8.2,10.7,1
280738,14,81.3,95.6,83,1
104148,19.5,78.3,27.5,56.7,1
27672,18,-1111.1,7.1,72.3,2
35090,30.5,-1111.1,9.5,14.2,1
217448,12,77.2,68.7,48.7,1
2867,11.8,-1111.1,1,0,1
15878,11,80.6,3.2,69.3,2
3393,33.8,-1111.1,0.9,0,1
7079,14.2,73.7,1.7,56.5,2
29668,12.5,81.9,7.8,53.9,2
35154,11.4,81.8,6.5,82.5,2
5205,12.9,81.6,1.7,153.7,2
2142,37.7,-1111.1,0.4,46.7,2
9593,14.5,75.2,2.9,52.1,2
1352,11.6,-1111.1,0.5,0,2
8906,22.8,75.7,2.9,56.1,2
3436,12.9,78.9,1,0,2
13605,20.7,90.6,4.2,66.2,2
26317,10.3,81.7,5.6,114,2
4136,34.9,-1111.1,1.3,0,1
7811,10.3,68.2,2.5,64,2
18931,12,76.3,3.9,105.6,2
5526,13.5,85.9,2,72.4,2
4276,9.4,-1111.1,1.2,46.8,2
5931,27.5,83.1,1.9,33.7,1
2945,13.2,91.1,1,67.9,2
4034,11.3,81.9,1.4,24.8,2
7145,15,73,1.5,56,2
2255,13.4,-1111.1,0.7,0,2
7101,10.2,78.8,1.5,84.5,2
4084,17.7,-1111.1,1.6,122.4,2
1819,11.1,-1111.1,0.6,55,2
5660,10.7,84.1,1.7,35.3,1
3274,10.2,82.1,1,91.6,2
3609,7.6,-1111.1,1.2,0,2
1145,12.3,-1111.1,0.5,0,2
16746,9.3,82.8,3.4,107.5,1
7250,12.2,73.1,2.1,124.1,2
1424,13.1,-1111.1,0.4,0,1
2711,32.4,-1111.1,0.9,0,2
1982,14.1,-1111.1,0.5,50.5,1
1024,14.5,-1111.1,0.5,0,1
5394,8.9,73.6,1.4,74.2,1
11693,10.2,77.1,2.3,51.3,2
23524,12.1,78.5,5.7,114.8,2
39713,4,85.3,7.3,130.9,2
3811,21.6,-1111.1,1.4,0,1
5671,8.6,-1111.1,1.6,35.3,2
2480,15.4,-1111.1,0.9,80.6,2
4320,13.3,83.5,1.4,46.3,2
23989,9.5,75,5.7,41.7,1
1982,34.3,-1111.1,0.5,0,1
2435,11.8,-1111.1,0.8,0,1
179180,8.6,81.4,28.5,110.5,1
6414,9.4,-1111.1,1.8,0,2
98533,13.5,80.6,21.4,98.4,1
2900,15,-1111.1,1.2,0,1
2123,10.6,-1111.1,0.6,94.2,1
9851,18.1,76.8,2.8,91.4,2
2447,13.5,-1111.1,0.8,0,1
13637,46,-1111.1,2.8,29.3,2
6664,12.4,88.3,1.2,45,2
2703,9,-1111.1,0.7,0,1
1356,8.2,-1111.1,0.5,0,1
10167,40.1,-1111.1,1.9,9.8,1
5681,18.5,72.4,1.5,88,2
8366,8,67,2.1,35.9,2
14131,6.2,89,2.4,49.5,1
5238,16.1,74.4,1.3,95.5,2
21835,11.2,80.2,3.8,109.9,2
2542,54.4,-1111.1,0.6,0,2
74169,15.4,79.9,16.3,90.3,1
44696,16.7,-1111.1,16.4,40.3,2
16193,18.5,-1111.1,4.1,18.5,2
13142,23.9,-1111.1,3.9,30.4,1
121511,10.8,-1111.1,27.6,63.4,1
96472,13.2,81.2,26.5,66.3,1
40936,22.8,-1111.1,8.6,41.5,1
13804,15.3,-1111.1,4.2,14.5,1
28719,17.4,-1111.1,7.6,55.7,2
59492,21.5,-1111.1,14,42,1
39396,9,-1111.1,9.3,38.1,2
16309,16.3,-1111.1,4,18.4,1
31461,20.8,-1111.1,6.8,44.5,1
7794,21.4,-1111.1,2.5,25.7,1
35688,20.6,-1111.1,8.4,56,1
52134,17.1,-1111.1,13.9,76.7,2
14186,18.2,-1111.1,5.3,14.1,2
53590,15.5,-1111.1,14.7,69,1
626144,16.9,83.1,193.1,149.3,1
11288,18.2,-1111.1,3.5,62,2
18694,19.7,-1111.1,5.4,58.8,1
47884,13.8,-1111.1,11.7,56.4,2
37600,17.7,-1111.1,8.3,82.4,2
38173,12.7,-1111.1,12.3,49.8,1
17667,23.5,-1111.1,6,50.9,1
41165,17.2,-1111.1,10.6,70.4,2
49257,17.1,-1111.1,13.3,60.9,2
29184,16.3,-1111.1,7.1,58.3,2
22708,19.5,-1111.1,6.9,8.8,1
66157,17.8,76.8,17,74.1,2
14220,29.5,-1111.1,4.2,21.1,1
62132,16.8,-1111.1,19.5,88.5,1
332848,14.1,85.5,88.3,130.4,1
6693,30.8,-1111.1,1.6,14.9,1
27848,22.8,-1111.1,5.6,18,1
26227,20.4,-1111.1,6.3,57.2,1
57477,20.3,-1111.1,13,33.1,1
19024,21.9,-1111.1,4.5,36.8,1
26916,16.6,-1111.1,6.6,37.2,2
31770,16.8,-1111.1,8.2,59.8,2
23841,18,-1111.1,6.9,16.8,1
8137,19.6,-1111.1,2.6,36.9,2
18149,14.1,-1111.1,4.7,38.6,2
10847,22.4,-1111.1,3.5,9.2,1
51074,16.5,-1111.1,13.3,41.1,1
18112,25.8,-1111.1,4.1,44.2,1
430019,14.3,80,113.6,138.6,1
7323,37.8,-1111.1,1.2,13.7,1
26692,23.6,-1111.1,4.8,15,2
40954,15.5,-1111.1,10.6,44,2
11564,19.6,-1111.1,2.9,25.9,2
33116,16,-1111.1,8.5,69.5,2
46445,11.1,-1111.1,11.5,51.7,2
52511,16.3,91.2,13.2,62.8,1
25724,18.9,-1111.1,5.9,50.5,2
21838,20.3,-1111.1,6.4,22.9,1
96376,15.4,77.9,24.8,171.2,2
28247,15.7,-1111.1,6.6,46,2
29731,14.4,-1111.1,7.6,26.9,2
81938,14,84.5,20.8,72,2
11790,20.8,-1111.1,3.2,17,1
45648,17.4,-1111.1,11.9,32.9,1
154756,13.3,85.7,42.2,50.4,1
6195,11.6,-1111.1,1.9,0,2
20404,20.9,-1111.1,5,9.8,1
31375,16.7,-1111.1,7.6,60.6,2
20975,17.9,-1111.1,5.4,47.7,1
7753,19,-1111.1,2.1,25.8,1
4801,19.8,-1111.1,1.7,0,1
15671,17.2,-1111.1,4.7,70.2,1
71160,17.9,-1111.1,22.2,75.9,1
30781,17.9,-1111.1,6.9,32.5,1
53430,15.5,-1111.1,12.7,35.6,2
64898,11.1,-1111.1,18.8,44.7,2
249270,10.2,84.6,64.3,53,2
22039,24.8,-1111.1,5.2,59,1
13580,16,-1111.1,4,29.5,2
84835,13.2,80.3,26.3,48.3,1
906825,18,83.8,261.3,115.7,1
19107,12.9,-1111.1,4.8,41.9,1
13226,14.9,-1111.1,4.2,15.1,1
153900,14.1,82.4,38,142.3,1
155474,8.7,73.4,36.7,66.2,2
58706,13.7,-1111.1,15.6,34.1,2
7822,15.1,-1111.1,2.4,25.6,1
17718,17,-1111.1,4.1,62.1,1
19008,19.3,-1111.1,5.2,15.8,1
5481,18.9,-1111.1,1.5,18.2,1
39842,19.6,-1111.1,13,47.7,1
118639,14,81.8,30.9,276.5,1
16614,20.7,-1111.1,4.3,36.1,1
33375,21,-1111.1,9.8,68.9,2
25129,19.2,-1111.1,6.5,35.8,1
171452,5,83.3,40.5,163.9,2
109803,8.5,80.3,26.6,44.6,2
56838,21.2,-1111.1,15.9,38.7,2
13645,13.4,-1111.1,6,51.3,2
83038,20.1,-1111.1,32.9,66.2,2
24900,19.3,-1111.1,12,40.2,2
9119,8.5,-1111.1,4.3,11,2
2123,10,-1111.1,0.9,0,2
43877,18.2,-1111.1,20.7,36.5,1
26851,10.6,-1111.1,12.5,18.6,2
6279,17.4,-1111.1,3.5,63.7,1
20303,13.2,-1111.1,11.2,24.6,2
73491,13,-1111.1,32.4,28.6,2
3737,18,-1111.1,1.3,26.8,2
32661,28.9,-1111.1,10.7,21.4,1
285084,13.4,86.1,106.5,101.7,1
1622899,17.1,84.9,692.5,95.6,1
9082,10.6,-1111.1,5.5,33,2
593,9,-1111.1,0.4,0,2
17760,13.9,-1111.1,7.4,39.4,2
92283,19.3,-1111.1,27.2,101.9,2
301044,9.6,-1111.1,122.1,84,1
175122,25.2,-1111.1,114.6,101.1,1
9331,17.1,-1111.1,5.3,42.9,2
1462,15.3,-1111.1,1,0,2
7549,32.8,-1111.1,2.9,13.2,1
38379,17.2,-1111.1,13.2,65.1,1
16610,15.5,-1111.1,7.1,12,2
44488,12.9,-1111.1,19.7,47.2,2
36899,15.1,-1111.1,16.2,40.7,1
20406,15.7,-1111.1,8.5,68.6,2
13533,14.7,-1111.1,5.6,7.4,1
392736,33.5,-1111.1,242.4,58.6,1
12666,17.1,-1111.1,5.7,63.2,2
6251,8.5,-1111.1,2.8,0,2
29284,18.2,-1111.1,9.6,41,2
7129,19.9,-1111.1,4,42.1,2
29356,9.1,-1111.1,11.7,13.6,1
48321,22.2,-1111.1,20.9,37.3,2
7536,25.4,-1111.1,2.3,92.9,2
10888,11,-1111.1,4.4,36.7,2
2977,22.3,-1111.1,1.7,33.6,2
3480,15,-1111.1,1.4,0,2
8577,22,-1111.1,3.5,46.6,2
762010,6.4,-1111.1,252.2,89.5,1
2985,20.4,-1111.1,1.8,0,2
20734,17.9,-1111.1,9.5,53.1,2
109635,8.5,-1111.1,40.7,62,1
13483,18.3,-1111.1,6.6,51.9,1
3610,25.4,-1111.1,1,0,1
