provider_id,measure_id,score,unweighed_patient_experience_of_care_domain_score
490118,MSPB_1,0.98,37
490119,MSPB_1,0.97,70
490120,MSPB_1,0.99,47
490122,MSPB_1,0.95,26
490123,MSPB_1,0.91,58
490126,MSPB_1,0.93,30
490130,MSPB_1,0.9,40
490136,MSPB_1,1.01,34
490140,MSPB_1,1.01,39
490141,MSPB_1,0.98,31
500001,MSPB_1,0.92,35
500002,MSPB_1,0.9,49
500003,MSPB_1,0.92,21
500005,MSPB_1,0.95,44
500007,MSPB_1,0.87,65
500008,MSPB_1,0.98,57
500011,MSPB_1,0.95,20
500012,MSPB_1,0.98,34
500014,MSPB_1,0.91,30
500015,MSPB_1,0.97,10
500016,MSPB_1,0.87,70
500019,MSPB_1,0.9,39
500021,MSPB_1,0.93,30
500024,MSPB_1,0.92,39
500025,MSPB_1,0.98,28
500026,MSPB_1,0.96,15
500027,MSPB_1,0.94,17
500030,MSPB_1,0.9,36
500031,MSPB_1,0.93,35
500033,MSPB_1,0.9,20
500036,MSPB_1,0.93,39
500037,MSPB_1,0.79,58
500039,MSPB_1,0.98,34
500041,MSPB_1,0.91,31
500044,MSPB_1,0.99,33
500049,MSPB_1,0.91,49
500050,MSPB_1,0.89,29
500051,MSPB_1,0.94,48
500053,MSPB_1,0.93,58
500054,MSPB_1,0.97,41
500058,MSPB_1,0.99,33
500060,MSPB_1,0.93,54
500064,MSPB_1,1,40
500072,MSPB_1,0.95,29
500077,MSPB_1,0.98,41
500079,MSPB_1,0.94,42
500084,MSPB_1,0.87,22
500088,MSPB_1,0.93,36
500108,MSPB_1,0.98,28
500119,MSPB_1,0.99,46
500124,MSPB_1,0.93,43
500129,MSPB_1,0.95,21
500139,MSPB_1,0.96,40
500141,MSPB_1,1.01,15
500150,MSPB_1,0.87,56
500151,MSPB_1,0.94,34
500152,MSPB_1,1.06,37
520096,MSPB_1,0.97,42
520097,MSPB_1,0.9,49
520098,MSPB_1,0.96,44
520100,MSPB_1,0.97,48
520102,MSPB_1,1.01,62
520103,MSPB_1,1.01,52
520107,MSPB_1,0.92,41
520109,MSPB_1,0.84,49
520113,MSPB_1,0.9,50
520116,MSPB_1,0.97,64
520136,MSPB_1,0.94,51
520138,MSPB_1,0.98,35
520139,MSPB_1,1,30
520160,MSPB_1,0.93,54
520177,MSPB_1,0.97,62
520189,MSPB_1,1,29
520193,MSPB_1,0.96,61
520198,MSPB_1,0.94,71
520202,MSPB_1,0.93,56
520204,MSPB_1,1.02,90
520206,MSPB_1,0.94,87
520207,MSPB_1,1,79
520208,MSPB_1,1.04,72
530002,MSPB_1,0.89,20
530008,MSPB_1,0.9,12
530010,MSPB_1,0.96,28
530011,MSPB_1,0.89,31
530012,MSPB_1,1.04,11
530014,MSPB_1,1,30
530015,MSPB_1,0.88,48
530025,MSPB_1,0.89,44
670004,MSPB_1,1,54
670006,MSPB_1,1.04,68
670019,MSPB_1,1.25,60
670023,MSPB_1,1.1,51
670024,MSPB_1,1.1,32
670025,MSPB_1,1.06,84
670031,MSPB_1,1.3,25
670034,MSPB_1,0.99,39
670041,MSPB_1,1.06,46
670043,MSPB_1,1.02,32
670044,MSPB_1,1.07,50
670047,MSPB_1,0.99,29
670053,MSPB_1,1.14,54
670055,MSPB_1,1.04,41
670056,MSPB_1,1.05,53
670060,MSPB_1,1.12,36
670068,MSPB_1,1.09,61
670071,MSPB_1,1.02,62
670075,MSPB_1,1.23,26
670077,MSPB_1,1.09,56
